16.02836785,0.012801384
15.91391313,0.011510025
15.79945841,0.010377682
15.68500369,0.009356737
15.57054897,0.008451847
15.45609425,0.007620363
15.34163953,0.006883398
15.22718481,0.006206217
15.11273009,0.005606014
14.99827537,0.005063856
14.88382065,0.004574131
14.76936593,0.004143244
14.65491121,0.003752947
14.54045648,0.003393136
14.42600176,0.003073499
14.31154704,0.002789126
14.19709232,0.002533406
14.0826376,0.002305391
13.96818288,0.002094022
13.85372816,0.00190908
13.73927344,0.001742082
13.62481872,0.001592635
13.510364,0.001457355
13.39590928,0.001338508
13.28145456,0.001231628
13.16699984,0.001133283
13.05254512,0.001046654
12.9380904,0.000970229
12.82363568,0.000901049
12.70918096,0.000841458
12.59472624,0.000788719
12.48027152,0.000739286
12.3658168,0.000696806
12.25136208,0.000659201
12.13690736,0.000625936
12.02245264,0.000595449
11.90799792,0.000569599
11.7935432,0.000546385
11.67908848,0.000527033
11.56463376,0.000507896
11.45017904,0.000492632
11.33572432,0.000478269
11.2212696,0.000466908
11.10681488,0.000455817
10.99236016,0.000446639
10.87790544,0.000437645
10.76345072,0.000430819
10.648996,0.000425278
10.53454128,0.000418259
10.42008656,0.000413261
10.30563184,0.000409836
10.19117712,0.000404565
10.07672239,0.000401583
9.962267675,0.000400471
9.847812954,0.000393497
9.733358234,0.000393497
9.618903514,0.000393497
9.504448794,0.000388077
9.389994073,0.000385573
9.275539353,0.000385573
9.161084633,0.000385573
9.046629913,0.000385573
8.932175192,0.00038415
8.817720472,0.000379911
8.703265752,0.000377809
8.588811032,0.000377809
8.474356311,0.000377809
8.359901591,0.000377809
8.245446871,0.000377809
8.130992151,0.000377809
8.047752354,0.000377809
