10.27525489,1.079659553
10.406881,1.141557779
10.58457625,1.23661786
10.72936497,1.317056924
10.90706022,1.423277249
11.0474614,1.50609185
11.20650962,1.622306394
11.38420487,1.753145016
11.50595902,1.822469723
11.68365427,1.96945147
11.80540842,2.107752557
11.96335975,2.255765583
12.11143913,2.390879495
12.26280915,2.621552619
12.45366701,2.846746864
12.55238659,3.076336316
12.74982576,3.389534153
12.88474252,3.540689191
13.01965929,3.807741493
13.16773866,4.468303765
13.34214326,5.11789501
13.46938183,5.777289422
13.57142857,6.247394411
13.73109244,7.158774949
13.89915966,8.305290711
14.0249537,9.156480689
14.19113167,10.64126349
14.4116054,13.17124539
14.58601,15.68259779
14.84033613,19.51293423
14.98319328,22.35951431
